age,job,marital,education,default,housing,loan,contact,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
47,technician,married,high.school,unknown,yes,yes,cellular,mon,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,management,married,university.degree,no,no,no,cellular,mon,105,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,blue-collar,married,basic.9y,no,yes,no,cellular,mon,99,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,blue-collar,married,basic.4y,no,yes,no,cellular,mon,197,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,blue-collar,married,basic.4y,no,yes,yes,cellular,mon,484,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,technician,divorced,professional.course,unknown,no,no,cellular,mon,93,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,services,married,professional.course,unknown,no,no,cellular,mon,153,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,technician,divorced,high.school,no,yes,no,cellular,mon,81,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,technician,married,professional.course,unknown,no,no,cellular,mon,67,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,housemaid,married,basic.4y,no,no,no,cellular,mon,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,management,married,university.degree,no,no,no,cellular,mon,106,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,technician,divorced,high.school,no,no,no,cellular,mon,50,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,management,married,university.degree,no,no,no,cellular,mon,163,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,admin.,single,university.degree,no,yes,no,cellular,mon,770,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
53,management,married,university.degree,no,no,no,cellular,mon,313,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,blue-collar,married,basic.9y,unknown,no,no,cellular,mon,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,technician,married,professional.course,unknown,yes,no,cellular,mon,648,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,technician,married,high.school,no,no,no,cellular,mon,256,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,technician,divorced,high.school,no,yes,yes,cellular,mon,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,technician,divorced,university.degree,no,yes,no,cellular,mon,335,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,retired,married,basic.9y,no,yes,no,cellular,mon,342,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,technician,single,university.degree,no,yes,no,cellular,mon,109,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,management,married,university.degree,no,yes,no,cellular,mon,159,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,technician,married,university.degree,unknown,yes,no,cellular,mon,124,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,mon,378,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,admin.,single,professional.course,no,no,no,cellular,mon,139,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,admin.,single,university.degree,unknown,yes,yes,cellular,mon,170,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
53,unknown,married,unknown,unknown,no,no,cellular,mon,51,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,retired,married,basic.4y,no,yes,no,cellular,mon,68,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
60,retired,married,basic.4y,unknown,yes,yes,cellular,mon,115,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,technician,divorced,professional.course,unknown,yes,no,cellular,mon,714,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
54,blue-collar,married,basic.4y,no,yes,no,cellular,mon,43,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,management,married,university.degree,no,no,yes,cellular,mon,168,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
53,admin.,married,university.degree,no,yes,no,cellular,mon,67,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,self-employed,married,university.degree,no,no,no,cellular,mon,36,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,admin.,married,university.degree,no,no,no,cellular,mon,119,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,admin.,married,university.degree,no,yes,yes,cellular,mon,153,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,retired,married,basic.4y,unknown,no,no,cellular,mon,431,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,admin.,married,high.school,unknown,yes,yes,cellular,mon,127,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29,admin.,single,high.school,no,yes,yes,cellular,mon,63,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,housemaid,married,basic.4y,unknown,yes,no,cellular,mon,618,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
56,retired,married,professional.course,no,yes,no,cellular,mon,202,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,technician,married,university.degree,unknown,yes,no,cellular,mon,392,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,technician,married,high.school,no,yes,no,cellular,mon,226,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,retired,married,basic.4y,unknown,yes,no,cellular,mon,144,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,admin.,divorced,university.degree,no,yes,no,cellular,mon,390,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
56,services,married,high.school,no,no,no,cellular,mon,75,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,admin.,single,university.degree,no,no,no,cellular,mon,99,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
56,services,married,high.school,no,no,no,cellular,mon,153,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
53,admin.,married,university.degree,unknown,yes,no,cellular,mon,358,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
44,technician,married,professional.course,no,yes,no,cellular,mon,63,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,management,married,university.degree,no,yes,no,cellular,mon,308,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,technician,married,professional.course,no,no,no,cellular,mon,163,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,blue-collar,married,professional.course,no,yes,no,cellular,mon,45,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,self-employed,married,university.degree,no,no,no,cellular,mon,230,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,admin.,married,high.school,no,yes,yes,cellular,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,admin.,married,university.degree,no,no,no,cellular,mon,98,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,technician,married,high.school,no,yes,no,cellular,mon,83,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,technician,married,professional.course,no,no,no,cellular,mon,194,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,technician,married,university.degree,no,yes,no,cellular,mon,1374,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
55,management,married,university.degree,no,no,no,cellular,mon,372,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
58,retired,married,university.degree,no,yes,no,cellular,tue,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,admin.,married,university.degree,no,yes,no,cellular,tue,19,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,admin.,married,university.degree,no,no,no,cellular,tue,69,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,admin.,single,university.degree,no,no,no,cellular,tue,127,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,admin.,married,university.degree,no,no,no,cellular,tue,122,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,admin.,single,university.degree,no,yes,no,cellular,tue,179,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,admin.,married,basic.9y,no,yes,yes,cellular,tue,160,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,retired,married,high.school,no,yes,no,cellular,tue,106,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
60,management,married,university.degree,unknown,yes,no,cellular,tue,66,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,housemaid,married,basic.4y,no,unknown,unknown,cellular,tue,23,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,technician,divorced,professional.course,no,unknown,unknown,cellular,tue,69,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,housemaid,married,basic.9y,no,yes,no,cellular,tue,137,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,self-employed,married,university.degree,no,no,no,cellular,tue,109,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,admin.,married,university.degree,no,yes,no,cellular,tue,435,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,services,married,high.school,unknown,yes,no,cellular,tue,209,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
49,admin.,married,university.degree,no,no,no,cellular,tue,958,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
54,blue-collar,married,basic.9y,no,yes,no,cellular,tue,110,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
56,services,married,high.school,no,yes,no,cellular,tue,170,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,self-employed,married,university.degree,no,unknown,unknown,cellular,tue,95,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,technician,married,professional.course,unknown,yes,no,cellular,tue,731,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
50,admin.,divorced,high.school,no,no,no,cellular,tue,664,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
56,admin.,divorced,university.degree,no,yes,no,cellular,tue,479,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,technician,divorced,high.school,no,yes,no,cellular,tue,254,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,admin.,married,university.degree,no,yes,no,cellular,tue,427,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
49,services,married,high.school,no,yes,no,cellular,tue,49,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,technician,married,university.degree,no,yes,no,cellular,tue,102,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
49,admin.,married,university.degree,no,yes,no,cellular,tue,62,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,technician,divorced,professional.course,no,yes,no,cellular,tue,109,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,management,married,university.degree,no,yes,no,cellular,tue,0,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,retired,married,basic.9y,no,no,no,cellular,tue,388,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
38,admin.,married,university.degree,no,no,no,cellular,tue,85,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,self-employed,married,university.degree,no,no,no,cellular,tue,42,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,blue-collar,married,basic.9y,no,yes,no,cellular,tue,100,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,admin.,married,university.degree,unknown,no,no,cellular,tue,55,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,technician,married,professional.course,no,no,no,cellular,tue,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,housemaid,married,basic.4y,unknown,no,yes,cellular,tue,235,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,technician,divorced,professional.course,no,no,no,cellular,tue,94,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,technician,single,professional.course,no,yes,no,cellular,tue,60,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
49,blue-collar,married,basic.4y,unknown,no,yes,cellular,tue,276,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,housemaid,married,basic.9y,no,yes,no,cellular,tue,159,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,technician,married,university.degree,no,yes,no,cellular,tue,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,technician,married,university.degree,no,yes,no,cellular,tue,247,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
44,admin.,married,university.degree,no,no,no,cellular,tue,102,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,technician,single,university.degree,no,yes,no,cellular,tue,87,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,technician,single,high.school,no,no,no,cellular,tue,106,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
44,admin.,married,university.degree,no,no,no,cellular,tue,312,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,admin.,married,university.degree,no,no,no,cellular,tue,178,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,technician,divorced,professional.course,unknown,no,no,cellular,tue,169,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,blue-collar,married,basic.4y,no,no,no,telephone,tue,81,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,admin.,married,basic.9y,no,no,no,cellular,tue,317,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
42,management,married,university.degree,unknown,no,no,cellular,tue,217,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
42,management,married,university.degree,unknown,yes,no,cellular,tue,196,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,technician,single,professional.course,no,yes,no,cellular,tue,221,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,technician,single,high.school,no,yes,yes,cellular,tue,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
42,management,married,university.degree,unknown,yes,yes,cellular,tue,634,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,technician,divorced,professional.course,unknown,no,no,cellular,tue,700,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,technician,divorced,high.school,no,no,no,cellular,tue,67,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,technician,married,professional.course,no,yes,no,cellular,tue,185,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
60,self-employed,married,basic.9y,no,no,no,cellular,tue,17,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,admin.,married,university.degree,unknown,yes,no,cellular,tue,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,admin.,married,university.degree,unknown,yes,no,cellular,tue,210,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,admin.,married,university.degree,no,yes,no,cellular,tue,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,admin.,single,university.degree,no,no,yes,cellular,tue,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,housemaid,married,basic.9y,no,yes,no,cellular,tue,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,blue-collar,married,professional.course,no,yes,yes,cellular,tue,14,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,management,married,university.degree,no,yes,no,cellular,tue,92,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,admin.,married,university.degree,no,yes,no,cellular,tue,748,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,technician,divorced,university.degree,no,no,no,cellular,tue,104,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,technician,divorced,professional.course,no,no,no,cellular,tue,65,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
42,housemaid,married,high.school,no,yes,no,cellular,tue,176,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,technician,divorced,university.degree,no,yes,no,cellular,tue,610,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,technician,divorced,professional.course,no,no,no,cellular,tue,279,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,management,divorced,university.degree,no,yes,no,cellular,tue,345,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,technician,married,university.degree,no,no,no,cellular,tue,191,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,admin.,married,university.degree,no,yes,no,cellular,tue,82,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
53,admin.,married,university.degree,unknown,no,no,cellular,tue,18,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,technician,married,university.degree,no,yes,no,cellular,tue,541,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,technician,single,professional.course,no,yes,no,cellular,tue,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,unknown,married,high.school,unknown,yes,no,cellular,tue,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,technician,single,professional.course,no,yes,yes,cellular,tue,259,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,admin.,single,high.school,no,yes,no,cellular,tue,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,blue-collar,married,high.school,no,unknown,unknown,cellular,tue,153,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,unknown,married,high.school,unknown,yes,no,cellular,tue,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,technician,single,professional.course,no,yes,no,cellular,tue,179,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,technician,single,professional.course,no,unknown,unknown,cellular,tue,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,technician,single,professional.course,no,yes,no,cellular,tue,239,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,technician,single,professional.course,no,no,no,cellular,tue,358,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,admin.,married,university.degree,unknown,yes,no,cellular,tue,286,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,technician,divorced,professional.course,no,no,no,cellular,tue,312,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,technician,divorced,professional.course,no,no,no,cellular,tue,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,technician,divorced,professional.course,no,unknown,unknown,cellular,tue,417,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,management,married,university.degree,no,no,no,cellular,tue,85,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30,technician,married,professional.course,no,no,no,cellular,tue,392,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,admin.,married,university.degree,no,no,no,cellular,tue,85,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,admin.,married,university.degree,no,yes,yes,cellular,tue,24,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,admin.,married,university.degree,no,no,no,cellular,tue,119,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
56,services,married,high.school,no,yes,no,cellular,tue,460,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,technician,married,university.degree,no,yes,no,cellular,tue,189,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,technician,married,high.school,no,no,no,cellular,tue,73,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29,technician,single,high.school,no,yes,no,cellular,tue,130,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
52,unemployed,divorced,high.school,no,yes,yes,cellular,tue,99,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,technician,married,professional.course,unknown,yes,no,cellular,tue,97,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,blue-collar,married,basic.4y,unknown,no,no,cellular,tue,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,blue-collar,married,basic.4y,unknown,yes,no,cellular,tue,204,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
56,services,married,high.school,no,no,no,cellular,tue,173,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,blue-collar,married,basic.9y,no,no,no,cellular,tue,260,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
58,self-employed,married,basic.9y,no,no,no,cellular,tue,83,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,technician,married,university.degree,no,no,no,cellular,tue,264,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,technician,married,university.degree,no,unknown,unknown,cellular,tue,107,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,admin.,married,university.degree,no,no,no,cellular,tue,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,technician,married,university.degree,no,yes,no,cellular,tue,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,admin.,divorced,university.degree,no,yes,no,cellular,tue,249,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,services,married,basic.4y,unknown,yes,no,cellular,tue,240,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,admin.,divorced,university.degree,no,no,no,cellular,tue,384,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,technician,single,professional.course,no,yes,no,cellular,tue,71,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30,technician,divorced,professional.course,unknown,yes,no,cellular,tue,210,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,technician,married,high.school,no,no,no,cellular,tue,111,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,technician,married,professional.course,no,yes,no,cellular,tue,211,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,services,married,basic.4y,unknown,yes,no,cellular,tue,436,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,management,married,university.degree,no,yes,no,cellular,tue,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,admin.,married,university.degree,no,yes,no,cellular,tue,194,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29,admin.,married,university.degree,no,no,no,cellular,tue,124,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,technician,divorced,professional.course,unknown,yes,no,cellular,tue,41,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
52,blue-collar,married,basic.4y,no,no,no,cellular,tue,31,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,management,married,university.degree,no,no,no,cellular,tue,17,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,admin.,married,university.degree,no,no,yes,cellular,tue,301,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,retired,married,basic.9y,no,yes,yes,cellular,tue,1223,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
35,technician,married,university.degree,no,yes,no,cellular,tue,12,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,services,married,basic.4y,unknown,yes,no,cellular,tue,1000,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
35,technician,married,professional.course,no,yes,no,cellular,tue,333,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,admin.,married,university.degree,no,no,no,cellular,tue,219,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,technician,married,university.degree,no,no,no,cellular,tue,241,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,technician,married,professional.course,unknown,no,no,cellular,tue,471,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,admin.,divorced,university.degree,no,no,no,cellular,tue,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,technician,single,professional.course,no,yes,no,cellular,tue,300,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,technician,divorced,professional.course,no,yes,no,cellular,tue,520,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,admin.,married,university.degree,unknown,yes,no,cellular,tue,66,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,self-employed,married,university.degree,no,no,no,cellular,tue,320,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,blue-collar,married,basic.4y,no,no,no,cellular,tue,36,19,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,technician,divorced,high.school,no,unknown,unknown,cellular,tue,301,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,admin.,married,university.degree,no,no,no,cellular,tue,75,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,technician,single,high.school,no,no,no,cellular,tue,162,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,housemaid,married,unknown,unknown,yes,no,cellular,tue,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,unemployed,divorced,professional.course,no,unknown,unknown,cellular,tue,271,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,technician,single,high.school,no,yes,no,cellular,tue,76,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,services,married,high.school,unknown,no,no,cellular,tue,10,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,blue-collar,married,basic.4y,no,no,no,telephone,tue,39,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,technician,married,professional.course,unknown,yes,no,cellular,tue,30,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
44,technician,married,professional.course,no,no,no,cellular,tue,59,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,housemaid,married,unknown,no,no,no,cellular,tue,287,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,admin.,single,university.degree,no,yes,no,cellular,tue,63,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,admin.,married,university.degree,no,yes,no,cellular,tue,358,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
